OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
19549,1467490,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1427,2020/07/21 09:20:00+00
19550,1467491,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0716,2020/07/26 06:00:00+00
19551,1467492,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0823,2020/07/25 20:00:00+00
19552,1467493,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0745,2020/07/25 05:00:00+00
19553,1467494,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0726,2020/07/24 20:45:00+00
19554,1467495,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1134,2020/07/21 19:00:00+00
19555,1467497,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0237,2020/06/24 19:36:00+00
19556,1467498,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0715,2020/07/26 07:00:00+00
19557,1467500,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0237,2020/07/02 00:50:00+00
19558,1467501,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0899,2020/07/26 22:30:00+00
19559,1467502,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,1116,2020/07/24 16:20:00+00
19560,1467503,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,5,5B,1399,2020/07/26 09:10:00+00
19561,1467504,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0136,2020/07/16 04:27:00+00
19562,1467505,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0736,2020/07/25 04:00:00+00
19563,1467506,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6A,1041,2020/06/27 13:00:00+00
19564,1467507,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1036,2020/07/15 13:55:00+00
19565,1467508,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1409,2020/07/13 02:31:00+00
19566,1467509,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0726,2020/07/26 05:01:00+00
19567,1467510,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1292,2020/07/27 10:00:00+00
19568,1467512,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0748,2020/07/14 06:00:00+00
19569,1467513,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1132,2020/07/16 07:20:00+00
19570,1467514,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1084,2020/07/24 22:23:00+00
19571,1467515,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,0878,2020/07/28 00:07:00+00
19572,1467516,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0701,2020/07/28 19:06:00+00
19573,1467522,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,1606,2020/07/28 03:35:00+00
19574,1467523,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0623,2020/07/26 20:00:00+00
19575,1467524,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,5,5C,1639,2020/07/28 18:53:00+00
19576,1467525,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0103,2020/07/18 12:56:00+00
19577,1467526,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1403,2020/07/28 19:41:00+00
19578,1467527,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0324,2020/03/20 00:00:00+00
19579,1467528,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,6,6D,0841,2020/07/28 19:45:00+00
19580,1467529,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0564,2020/07/19 17:19:00+00
19581,1467530,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0778,2020/07/26 07:00:00+00
19582,1467532,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0717,2020/07/25 08:10:00+00
19583,1467533,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6B,1047,2020/07/28 14:40:00+00
19584,1467534,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,0735,2020/07/28 13:00:00+00
19585,1467535,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,UI,UI,UI,2020/07/28 06:11:00+00
19586,1467536,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,2020/07/23 17:38:00+00
19587,1467538,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,4,4A,0905,2020/07/28 04:26:00+00
19588,1467544,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0532,2020/07/28 16:21:00+00
19589,1467546,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0726,2020/07/25 16:40:00+00
19590,1467547,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0765,2020/07/28 02:09:00+00
19591,1467548,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0113,2020/07/26 21:00:00+00
19592,1467549,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0928,2020/07/23 04:00:00+00
19593,1467550,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0715,2020/07/12 05:00:00+00
19594,1467551,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0945,2020/07/28 20:10:00+00
19595,1467552,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0751,2020/07/24 23:15:00+00
19596,1467553,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0145,2020/07/28 16:55:00+00
19597,1467554,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0704,2020/07/17 05:00:00+00
19598,1467555,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0423,2020/07/26 03:15:00+00
19599,1467556,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0727,2020/07/27 15:00:00+00
19600,1467557,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0763,2020/07/26 15:05:00+00
19601,1467558,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1B,0423,2020/07/16 07:00:00+00
19602,1467559,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1391,2020/07/25 05:00:00+00
19603,1467561,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0855,2020/07/28 18:00:00+00
19604,1467562,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,4,4C,1262,2020/07/28 21:17:00+00
19605,1467563,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1443,2020/07/09 21:00:00+00
19606,1467564,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,2020/07/26 02:00:00+00
19607,1467568,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,2,2B,0563,2020/07/28 16:51:00+00
19608,1467569,1315,39,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,3,3A,0721,2020/07/28 17:43:00+00
19609,1467573,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0541,2020/07/08 23:33:00+00
19610,1467574,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5A,1503,2020/07/28 06:14:00+00
19611,1467575,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0841,2020/07/28 03:10:00+00
19612,1467576,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0748,2020/07/24 01:00:00+00
19613,1467577,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6A,1081,2020/07/16 21:00:00+00
19614,1467578,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0318,2020/07/28 12:16:00+00
19615,1467579,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0145,2020/07/19 03:04:00+00
19616,1467580,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0725,2020/07/25 18:40:00+00
19617,1467583,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0905,2020/06/15 07:01:00+00
19618,1467585,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0553,2020/07/11 03:09:00+00
19619,1467586,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0746,2020/07/25 08:00:00+00
19620,1467589,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0744,2020/07/26 20:48:00+00
19621,1467590,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0232,2020/07/22 19:35:00+00
19622,1467591,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4B,1353,2020/07/21 09:27:00+00
19623,1467592,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0706,2020/07/20 14:00:00+00
19624,1467593,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0765,2020/07/24 05:20:00+00
19625,1467594,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2020/07/27 14:30:00+00
19626,1467595,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0506,2020/07/24 19:24:00+00
19627,1467596,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0825,2020/07/16 22:15:00+00
19628,1467597,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0625,2020/07/26 03:30:00+00
19629,1467598,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0741,2020/07/29 04:00:00+00
19630,1467599,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4B,1326,2020/07/12 09:12:00+00
19631,1467600,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1282,2020/07/27 07:00:00+00
19632,1467601,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0748,2020/07/25 03:30:00+00
19633,1467602,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0747,2020/07/23 02:00:00+00
19634,1467603,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0724,2020/07/27 05:25:00+00
19635,1467604,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1354,2020/07/26 20:15:00+00
19636,1467605,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1403,2020/07/26 19:20:00+00
19637,1467606,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1616,2020/07/25 13:14:00+00
19638,1467607,2399,2,LARCENY,484 PC PETTY THEFT,6,6A,1032,2020/07/25 07:00:00+00
19639,1467608,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,1,1C,0409,2020/07/27 00:38:00+00
19640,1467609,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,UI,2020/07/28 02:15:00+00
19641,1467610,3599,48,NARCOTICS,11351 HS POSS FOR SALE/11054,2,2A,0503,2020/07/27 19:19:00+00
19642,1467611,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0205,2020/07/27 20:02:00+00
19643,1467612,5214,10,WEAPON OFFENSE,27545 UNLICENSED SALE OF GUN,1,1C,0429,2020/07/28 07:15:00+00
19644,1467613,2589,0,FORGERY,470 PC FORGERY,6,6E,0878,2020/07/28 14:07:00+00
19645,1467614,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,4,4A,0918,2020/07/29 00:04:00+00
19646,1467615,5499,13,TRAFFIC VIO,23109(A)ILLEGAL SPEED CONTEST,1,1A,0337,2020/07/29 03:02:00+00
19647,1467616,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5B,1614,2020/07/29 05:26:00+00
19648,1467618,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1015,2020/07/26 00:43:00+00
19649,1467620,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4A,0957,2020/07/28 00:37:00+00
19650,1467623,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1382,2020/07/29 07:20:00+00
19651,1467624,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0602,2020/07/24 08:20:00+00
19652,1467625,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0343,2020/07/24 19:03:00+00
19653,1467627,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0429,2020/07/26 17:49:00+00
19654,1467628,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6D,0846,2020/07/29 01:00:00+00
19655,1467629,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,2,2B,0564,2020/07/26 21:54:00+00
19656,1467630,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,0969,2020/07/25 20:25:00+00
19657,1467631,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1259,2020/07/27 20:00:00+00
19658,1467632,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0525,2020/07/29 04:00:00+00
19659,1467633,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0104,2020/07/24 01:00:00+00
19660,1467634,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0475,2020/07/28 19:00:00+00
19661,1467635,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,4,4C,1311,2020/07/23 06:00:00+00
19662,1467636,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0545,2020/07/27 07:11:00+00
19663,1467637,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1061,2020/07/29 17:00:00+00
19664,1467642,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1358,2020/07/29 12:00:00+00
19665,1467643,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0734,2020/07/29 16:37:00+00
19666,1467644,2399,3,THEFT,485 PC PETTY THFT LOST PROP-M,3,3M,0744,2020/07/29 14:14:00+00
19667,1467646,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6A,1031,2020/07/29 10:23:00+00
19668,1467649,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0841,2020/07/24 19:00:00+00
19669,1467650,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1084,2020/07/29 16:30:00+00
19670,1467652,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6E,0888,2020/07/28 20:12:00+00
19671,1467653,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,0419,2020/07/28 17:48:00+00
19672,1467654,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0601,2020/04/15 19:00:00+00
19673,1467655,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6D,0846,2020/07/29 00:30:00+00
19674,1467662,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1147,2020/07/28 06:59:00+00
19675,1467663,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,1603,2020/07/29 17:25:00+00
19676,1467664,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,0811,2020/07/29 15:00:00+00
19677,1467665,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,1003,2020/07/28 03:30:00+00
19678,1467666,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0768,2020/07/29 01:00:00+00
19679,1467667,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0401,2020/07/29 09:00:00+00
19680,1467668,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0736,2020/07/26 06:48:00+00
19681,1467671,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0443,2020/07/29 01:30:00+00
19682,1467672,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1036,2020/07/25 12:23:00+00
19683,1467673,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0444,2020/07/28 22:20:00+00
19684,1467674,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3A,0724,2020/07/19 03:00:00+00
19685,1467675,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1014,2020/07/24 12:00:00+00
19686,1467676,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2B,0521,2020/07/23 17:31:00+00
19687,1467677,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,0406,2020/07/29 22:38:00+00
19688,1467678,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0702,2020/07/29 07:00:00+00
19689,1467679,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0701,2020/07/29 11:17:00+00
19690,1467681,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1445,2020/07/29 10:23:00+00
19691,1467683,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6B,1084,2020/07/29 20:08:00+00
19692,1467684,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1014,2020/07/29 17:33:00+00
19693,1467685,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6B,1084,2020/07/29 17:19:00+00
19694,1467686,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0782,2020/07/29 08:25:00+00
19695,1467689,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1624,2020/07/29 05:37:00+00
19696,1467690,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2C,0606,2020/07/29 05:15:00+00
19697,1467692,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6C,1403,2020/07/29 04:00:00+00
19698,1467697,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0523,2020/07/29 01:13:00+00
19699,1467698,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1132,2020/07/27 04:00:00+00
19700,1467699,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,2,2B,0563,2020/07/28 20:17:00+00
19701,1467703,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6B,1421,2020/07/28 06:33:00+00
19702,1467716,5499,04,TRAFFIC,23110(A) VC THROW AT VEHICLE,1,1A,0356,2020/07/29 00:26:00+00
19703,1467718,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,0902,2020/07/29 13:30:00+00
19704,1467719,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0748,2020/07/29 21:00:00+00
19705,1467721,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2C,0567,2020/07/29 23:41:00+00
19706,1467725,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0744,2020/07/28 23:00:00+00
19707,1467727,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0706,2020/07/28 22:01:00+00
19708,1467730,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0876,2020/07/29 16:00:00+00
19709,1467731,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0510,2020/07/26 16:00:00+00
19710,1467732,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0454,2020/07/29 22:43:00+00
19711,1467733,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0752,2020/07/29 06:00:00+00
19712,1467734,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6E,0876,2020/07/29 17:15:00+00
19713,1467735,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0772,2020/07/23 21:07:00+00
19714,1467736,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,5,5A,1365,2020/07/20 19:00:00+00
19715,1467737,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3A,0764,2020/07/28 22:30:00+00
19716,1467740,5403,1,TRAFFIC,23152(F) DUI DRUGS,5,5C,1623,2020/07/29 18:58:00+00
19717,1467741,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,5,5A,1391,2020/07/28 21:29:00+00
19718,1467746,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,4,4A,0956,2020/07/29 23:45:00+00
19719,1467748,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,3,3B,0748,2020/07/29 05:50:00+00
19720,1467750,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,4,4A,0956,2020/07/29 14:39:00+00
19721,1467751,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,2,2B,0563,2020/07/29 23:23:00+00
19722,1467752,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0541,2020/07/22 02:49:00+00
19723,1467755,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2C,0567,2020/07/23 17:31:00+00
19724,1467756,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,0847,2020/07/29 17:46:00+00
19725,1467757,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,0506,2020/07/30 01:15:00+00
19726,1467758,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1295,2020/07/29 07:00:00+00
19727,1467759,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1603,2020/07/30 08:00:00+00
19728,1467761,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3A,0775,2020/07/28 07:10:00+00
19729,1467762,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0421,2020/07/21 05:17:00+00
19730,1467764,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0327,2020/07/26 21:00:00+00
19731,1467765,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1296,2020/07/30 05:00:00+00
19732,1467766,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,1,1A,0102,2020/07/23 23:00:00+00
19733,1467767,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0237,2020/07/28 15:14:00+00
19734,1467768,5212,91,WEAPON OFFENSE,30605 POSS ASSAULT WEAPON,5,5A,1502,2020/07/30 17:45:00+00
19735,1467769,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0567,2020/07/27 19:16:00+00
19736,1467771,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0568,2020/07/27 19:33:00+00
19737,1467772,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0505,2020/07/27 18:38:00+00
19738,1467773,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0501,2020/07/28 09:33:00+00
19739,1467774,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1398,2020/07/29 13:25:00+00
19740,1467775,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1071,2020/07/28 20:08:00+00
19741,1467776,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1134,2020/07/23 19:00:00+00
19742,1467778,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3M,0744,2020/07/30 11:28:00+00
19743,1467779,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,1311,2020/07/30 11:13:00+00
19744,1467783,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6E,1115,2020/07/26 07:05:00+00
19745,1467784,5403,2,TRAFFIC,23153(F) DUI DRUGS W/INJ,5,5C,1634,2020/07/30 05:50:00+00
19746,1467787,5311,6,PUBLIC PEACE,647(H) PC PROWLING,4,4A,0923,2020/07/30 04:18:00+00
19747,1467788,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,6,6C,1132,2020/07/30 03:38:00+00
19748,1467793,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,0877,2020/07/29 23:28:00+00
19749,1467794,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6D,0846,2020/07/28 08:00:00+00
19750,1467795,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,2,2A,0517,2020/07/29 17:38:00+00
19751,1467798,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1422,2020/07/28 02:00:00+00
19752,1467799,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4A,0936,2020/07/29 21:30:00+00
19753,1467800,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1B,0443,2020/07/29 22:09:00+00
19754,1467801,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0237,2020/07/29 22:04:00+00
19755,1467802,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3A,0701,2020/07/28 04:49:00+00
19756,1467804,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1084,2020/07/28 12:18:00+00
19757,1467807,2399,1,LARCENY,368(D) THEFT-ELDER >$950,2,2C,0637,2020/07/28 18:27:00+00
19758,1467809,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0735,2020/07/24 04:31:00+00
19759,1467810,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0546,2020/06/13 17:15:00+00
19760,1467812,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2B,0523,2020/07/30 03:00:00+00
19761,1467818,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1015,2020/07/30 06:00:00+00
19762,1467819,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0513,2020/06/13 19:06:00+00
19763,1467823,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0563,2020/07/28 22:01:00+00
19764,1467824,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,0888,2020/07/25 23:42:00+00
19765,1467825,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0726,2020/07/26 07:00:00+00
19766,1467826,5499,0,TRAFFIC,VEHICLE CODE VIOLATION-MISD,4,4C,1258,2020/07/29 11:45:00+00
19767,1467827,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0926,2020/07/29 10:38:00+00
19768,1467828,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0110,2020/07/29 21:20:00+00
19769,1467830,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5B,1621,2020/07/30 04:30:00+00
19770,1467832,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,0968,2020/07/29 13:30:00+00
19771,1467833,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4B,1306,2020/07/29 13:33:00+00
19772,1467834,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1391,2020/06/29 04:30:00+00
19773,1467835,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4B,1341,2020/07/29 21:30:00+00
19774,1467841,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0508,2020/07/18 05:00:00+00
