FID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
18623,1039796,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0767,2014/06/25 16:34:59
18624,1039798,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5B,1603,2014/06/17 22:09:59
18625,1039802,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1361,2014/07/02 02:10:00
18626,1039803,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2B,0563,2014/06/27 09:59:59
18627,1039805,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1631,2014/07/01 19:05:00
18628,1039806,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0732,2014/06/30 06:24:59
18629,1039807,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5C,1644,2014/06/25 02:29:59
18630,1039808,2999,03,VANDALISM,594(B)(1) VANDALISM GRAF >$400,3,3M,0744,2014/07/01 15:30:00
18631,1039809,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,0821,2014/07/02 00:00:00
18632,1039811,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1654,2014/06/22 00:59:59
18633,1039815,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0348,2014/07/02 10:34:59
18634,1039816,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,0908,2014/06/29 16:02:00
18635,1039818,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0623,2014/06/30 03:30:00
18636,1039821,2999,03,VANDALISM,594(B)(1) VANDALISM GRAF >$400,5,5B,1602,2014/06/27 15:14:59
18637,1039628,2602,0,FRAUD,FRAUD-SWINDLE,1,1A,0123,2014/05/19 00:30:00
18638,1039510,3532,0,DANGEROUS DRUG,11350(A)HS POSS CNTRL SUBST,4,4B,1351,2014/07/02 05:18:00
18639,1039332,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1607,2014/06/27 21:35:00
18640,1039629,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2A,0222,2014/07/02 06:40:59
18641,1039512,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,5,5C,1645,2014/07/02 07:30:00
18642,1039334,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1604,2014/06/29 00:30:00
18643,1039630,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4A,0918,2014/07/02 07:30:00
18644,1040053,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0906,2014/07/03 21:49:59
18645,1039513,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,5,5C,1607,2014/07/02 06:59:59
18646,1039335,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0823,2014/06/29 15:35:00
18647,1039636,2604,43,FRAUD,530.5(A) GET CRED W/OTH ID-MIS,1,1A,0344,2014/07/02 22:30:00
18648,1040054,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1445,2014/06/29 02:05:00
18649,1040055,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1227,2014/07/03 23:39:59
18650,1040056,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0567,2014/07/02 06:49:59
18651,1040057,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0563,2014/07/02 03:30:00
18652,1040058,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0907,2014/07/05 18:00:00
18653,1040059,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,2014/07/03 22:30:00
18654,1040060,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3B,0787,2014/07/05 09:08:00
18655,1040061,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4C,1291,2014/06/30 15:35:00
18656,1040062,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0348,2014/07/02 16:15:00
18657,1040063,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4B,0969,2014/06/29 14:29:59
18658,1040064,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2014/06/29 01:53:00
18659,1040065,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2014/06/29 21:06:00
18660,1040066,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,2,2C,0614,2014/07/04 20:10:59
18661,1040067,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2014/07/04 18:40:59
18662,1040068,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,6,6D,0841,2014/07/05 17:52:59
18663,1040069,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0421,2014/06/13 02:00:00
18664,1040071,2399,14,LARCENY,487(D)GRAND THEFT FIREARM/ANIM,2,2C,0626,2014/07/05 18:00:00
18665,1040072,1315,17,AGG ASSAULT,244.5(B) ASSLT W/ELEC CHG-TASE,3,3B,0768,2014/07/05 09:40:59
18666,1040074,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6B,1084,2014/07/02 19:34:59
18667,1040080,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3M,0734,2014/07/05 23:06:00
18668,1040081,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6D,0851,2014/07/05 21:16:00
18669,1040082,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1A,0106,2014/07/03 03:08:00
18670,1040083,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,2,2B,0522,2014/07/03 12:36:00
18671,1040084,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1C,0309,2014/07/03 22:15:59
18672,1040085,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,1071,2014/07/05 06:33:59
18673,1040086,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,1,1C,0456,2014/07/01 08:29:59
18674,1040087,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1038,2014/07/03 14:50:00
18675,1040088,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0237,2014/07/03 06:30:00
18676,1040089,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5A,1364,2014/07/03 16:01:00
18677,1040090,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,0309,2014/07/06 01:20:00
18678,1040092,2602,0,FRAUD,FRAUD-SWINDLE,6,6D,0841,2014/07/03 19:44:00
18679,1040093,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,2,2C,0611,2014/07/04 01:28:00
18680,1040095,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0879,2014/07/04 02:48:00
18681,1040100,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,3,3M,0731,2014/07/04 15:30:00
18682,1040102,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,2,2B,0531,2014/03/30 06:59:59
18683,1040103,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0787,2014/07/03 21:59:59
18684,1040104,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1653,2014/07/03 21:03:00
18685,1040105,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0348,2014/07/01 23:19:59
18686,1039514,3504,0,NARCOTICS,11377(A) POSS HALLUCINOGEN,1,1C,0419,2014/07/02 07:30:00
18687,1039336,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0203,2014/06/27 23:00:00
18688,1039637,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1647,2014/07/02 05:05:00
18689,1039515,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6A,1051,2014/07/02 08:22:00
18690,1039337,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0811,2014/06/11 06:59:59
18691,1039639,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5B,1603,2014/06/24 02:29:59
18692,1039516,3532,0,DANGEROUS DRUG,11350(A)HS POSS CNTRL SUBST,6,6C,1441,2014/07/02 08:45:00
18693,1039338,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,0847,2014/06/30 20:45:00
18694,1039646,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2C,0623,2014/07/02 17:15:00
18695,1039517,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6D,0856,2014/07/02 00:11:00
18696,1039339,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4C,1279,2014/06/24 15:00:00
18697,1039651,2602,0,FRAUD,FRAUD-SWINDLE,5,5B,1603,2014/06/28 02:39:59
18698,1039652,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0616,2014/07/02 19:04:00
18699,1039654,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5B,1604,2014/07/02 20:00:00
18700,1039656,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1623,2014/07/02 22:12:00
18701,1039658,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3B,0766,2014/07/02 03:30:00
18702,1039659,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4A,0945,2014/07/02 22:15:00
18703,1039664,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,2,2A,0504,2014/07/03 18:00:00
18704,1039665,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,5,5C,1606,2014/07/02 22:09:00
18705,1039668,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0709,2014/07/02 17:00:00
18706,1039670,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3A,0772,2014/07/02 23:44:00
18707,1039671,5005,1,OBST JUDICIARY,166(A)(2) DISORDRLY CONDCT CRT,2,2C,0567,2014/07/01 00:00:00
18708,1039673,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0414,2014/07/02 15:40:00
18709,1039674,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,UI,UI,UI,2014/07/03 20:00:59
18710,1039675,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1621,2014/07/03 15:59:59
18711,1039676,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0307,2014/07/03 03:04:59
18712,1039680,7399,73,SAC CITY CODE,13.10.390 SCC ILLEGAL DUMPING,6,6A,1032,2014/06/09 21:00:00
18713,1039688,4902,0,FUGITIVE,1551(A) FUGITIVE FROM JUSTICE,5,5C,1606,2014/07/02 22:09:00
18714,1039689,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1359,2014/07/03 00:00:00
18715,1039691,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,2,2B,0563,2014/07/03 08:02:00
18716,1039695,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,2,2B,0563,2014/07/03 07:44:59
18717,1039701,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0851,2014/07/03 20:29:59
18718,1039709,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1282,2014/04/24 21:59:59
18719,1039340,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1623,2014/06/30 15:14:59
18720,1039519,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,5,5C,1607,2014/07/02 08:51:00
18721,1039341,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0619,2014/07/01 00:59:59
18722,1039520,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6A,1042,2014/07/02 06:35:00
18723,1039342,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0451,2014/06/17 23:38:00
18724,1039522,2502,04,FORGERY,11368 HS FORGE PRESCRIP/NARC,5,5C,1639,2014/07/02 20:10:59
18725,1039343,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0104,2014/07/02 02:29:59
18726,1039523,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6B,1421,2014/06/30 06:20:59
18727,1039346,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1633,2014/06/29 15:00:00
18728,1039524,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,0746,2014/06/15 03:21:59
18729,1039347,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1279,2014/06/23 07:01:00
18730,1039533,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0525,2014/06/30 23:06:00
18731,1039348,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0531,2014/06/28 14:05:00
18732,1039349,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0824,2014/06/29 17:00:00
18733,1039538,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2C,0603,2014/07/02 22:30:00
18734,1039350,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1C,0449,2014/06/30 21:04:59
18735,1039539,3504,0,NARCOTICS,11377(A) POSS HALLUCINOGEN,2,2B,0531,2014/07/02 20:51:00
18736,1039351,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,2,2C,0602,2014/06/28 22:30:00
18737,1039546,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,0447,2014/07/01 19:54:00
18738,1039352,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,5,5C,1639,2014/06/30 12:59:59
18739,1039551,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,2,2C,0602,2014/07/03 00:24:59
18740,1039353,3560,1,NARCOTICS,11359 HS POSS FOR SALE MARIJ,UI,UI,UI,2014/07/01 21:30:00
18741,1039552,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,2,2B,0545,2014/07/03 01:12:59
18742,1039354,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0765,2014/06/30 21:00:00
18743,1039553,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1064,2014/07/02 07:05:00
18744,1039355,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1654,2014/06/28 21:14:59
18745,1039554,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1018,2014/06/29 01:37:00
18746,1039558,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0544,2014/07/01 13:02:00
18747,1039559,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1134,2014/07/01 13:02:00
18748,1039560,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4A,0957,2014/07/01 16:30:00
18749,1039580,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0724,2014/06/25 23:52:59
18750,1039581,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1654,2014/07/02 06:37:59
18751,1039582,5499,5,TRAFFIC,16028(A) VC PROOF OF INSURANCE,1,1A,0102,2014/07/02 07:28:59
18752,1039584,3504,0,NARCOTICS,11377(A) POSS HALLUCINOGEN,3,3A,0725,2014/07/02 21:40:59
18753,1039585,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0767,2014/07/02 23:10:59
18754,1039586,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,2,2C,0603,2014/07/03 00:42:00
18755,1039356,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1396,2014/07/01 18:30:00
18756,1039357,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0336,2014/06/28 09:00:00
18757,1039359,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0602,2014/06/27 14:50:00
18758,1039360,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5A,1387,2014/06/29 18:35:00
18759,1039362,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1602,2014/06/29 17:29:00
18760,1039363,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1402,2014/07/01 03:45:00
18761,1039366,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,1101,2014/06/01 23:00:00
18762,1039368,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0844,2014/06/30 01:40:00
18763,1039382,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0766,2014/06/30 18:59:59
18764,1039384,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1369,2014/06/30 16:30:00
18765,1039385,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0103,2014/07/01 03:00:00
18766,1039386,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0915,2014/06/30 17:39:59
18767,1039387,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0823,2014/06/30 03:59:59
18768,1039388,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0128,2014/07/01 02:54:00
18769,1039389,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0123,2014/06/30 19:30:00
18770,1039390,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,2014/07/01 17:15:00
18771,1039392,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1633,2014/07/01 01:30:00
18772,1039393,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1633,2014/06/30 14:10:00
18773,1039394,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1623,2014/06/30 21:10:00
18774,1039395,3532,2,NARCOTICS,11351.5 HS POSS SALE RCK COCAI,2,2B,0564,2014/07/02 18:40:00
18775,1039397,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0726,2014/06/01 07:01:00
18776,1039400,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0737,2014/07/02 06:59:59
18777,1039401,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,4,4C,1266,2014/06/24 18:00:00
18778,1039402,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0338,2014/07/02 17:15:00
18779,1039420,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0903,2014/07/02 05:28:00
18780,1039435,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1113,2014/06/27 00:00:00
18781,1039462,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1B,0440,2014/07/01 06:39:00
18782,1039465,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0787,2014/06/27 21:30:00
18783,1039467,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,2,2C,0614,2014/07/01 18:30:00
18784,1039468,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3A,0764,2014/07/02 00:10:00
18785,1039469,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,4,4B,1354,2014/07/02 00:35:00
18786,1039470,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0616,2014/05/04 00:49:59
18787,1039471,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1259,2014/07/02 05:00:00
18788,1039472,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0104,2014/07/01 05:05:00
18789,1039473,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,UI,UI,UI,2014/07/02 22:34:00
18790,1039474,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1639,2014/06/26 15:30:00
18791,1039475,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1392,2014/05/11 00:45:00
18792,1039476,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1607,2014/07/02 04:15:00
18793,1039477,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,UI,UI,UI,2014/07/02 19:02:59
18794,1039478,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0726,2014/07/02 18:59:59
18795,1039481,5404,01,TRAFFIC,23152(B) DUI BAC >.08,3,3B,0747,2014/06/28 05:48:00
18796,1039482,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4B,1356,2014/06/27 08:34:00
18797,1039483,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,2,2B,0525,2014/07/01 15:10:00
18798,1039484,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0603,2014/07/01 23:23:00
18799,1039485,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,1,1A,0136,2014/07/02 00:07:00
18800,1039486,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,6,6B,1077,2014/07/01 07:02:59
18801,1040452,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6A,1011,2014/07/07 02:29:59
18802,1040453,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1369,2014/07/05 12:14:59
18803,1040454,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0822,2014/07/06 06:59:59
18804,1040455,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,1,1B,0411,2014/07/04 09:30:00
18805,1040457,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0932,2014/07/03 21:35:00
18806,1040458,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1147,2014/07/04 01:40:00
18807,1040460,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0344,2014/07/03 02:29:59
18808,1040462,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1065,2014/07/05 06:59:59
18809,1040463,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0717,2014/07/05 07:09:59
18810,1040464,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0603,2014/07/07 11:15:00
18811,1040465,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1621,2014/07/07 10:40:00
18812,1040466,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,0926,2014/03/17 12:59:59
18813,1040467,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1624,2014/07/05 23:05:00
18814,1040469,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0605,2014/07/03 21:04:59
18815,1040470,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0344,2014/07/04 17:00:00
18816,1040475,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,1106,2014/07/06 08:55:00
18817,1040477,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0766,2014/07/04 21:30:00
18818,1040481,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0888,2014/07/07 21:59:59
18819,1040482,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1605,2014/07/06 01:30:00
18820,1040483,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1661,2014/07/05 05:00:00
18821,1040485,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0841,2014/07/04 18:59:59
18822,1040486,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0712,2014/06/29 03:45:00
18823,1040487,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0811,2014/07/05 19:40:00
18824,1040488,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0785,2014/06/26 15:00:00
18825,1040489,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1124,2014/07/05 05:05:00
18826,1040491,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,2,2B,0563,2014/07/04 15:37:59
18827,1040494,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0136,2014/07/04 09:55:00
18828,1040495,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0888,2014/07/06 05:15:00
18829,1040496,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0905,2014/06/18 21:11:00
18830,1040500,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0449,2014/07/05 20:10:00
18831,1040501,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0234,2014/07/07 07:54:59
18832,1040503,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0116,2014/07/05 05:45:00
18833,1040504,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0545,2014/07/06 18:30:00
18834,1040505,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,0986,2014/07/03 06:59:59
18835,1040506,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,0408,2014/07/03 20:52:59
18836,1040507,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,0976,2014/07/03 06:59:59
18837,1040508,7000,43A,IMPOUND,IMPOUNDED VEHICLE,5,5A,1398,2014/07/06 02:00:00
18838,1040509,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,0986,2014/07/03 06:59:59
18839,1040510,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1145,2014/07/03 06:59:59
18840,1040511,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0440,2014/07/07 07:09:59
18841,1040512,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0745,2014/07/06 23:00:00
18842,1040514,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,1102,2014/07/06 17:00:00
18843,1040515,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,2,2A,0506,2014/07/07 23:38:00
18844,1040519,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0888,2014/07/07 22:05:00
18845,1040527,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1086,2014/07/03 17:12:00
18846,1040528,5404,5,TRAFFIC,655(F) HN FEL WATERCRAFT DUI,3,3M,0721,2014/07/07 00:55:00
18847,1040529,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1018,2014/07/04 18:16:00
18848,1040530,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0906,2014/06/27 06:58:00
18849,1040532,3532,0,DANGEROUS DRUG,11350(A)HS POSS CNTRL SUBST,3,3B,0766,2014/07/07 19:38:59
18850,1040534,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,1117,2014/07/05 14:29:00
18851,1040106,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,0612,2014/06/29 20:29:59
18852,1040382,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,1,1B,0442,2014/07/06 12:30:00
18853,1040673,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6C,1111,2014/07/06 06:45:00
18854,1040196,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0541,2014/07/06 05:29:59
18855,1040109,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,0613,2014/06/30 23:00:00
