OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
5535,1505871,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,5,5C,1635,2021/02/27 16:00:00+00
5536,1505872,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0727,2021/03/02 03:15:00+00
5537,1505873,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0411,2021/03/02 00:00:00+00
5538,1505874,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1C,0419,2021/02/18 17:00:00+00
5539,1505879,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5C,1642,2021/01/16 21:00:00+00
5540,1505881,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0306,2021/03/01 01:00:00+00
5541,1505882,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5B,1616,2021/02/27 14:30:00+00
5542,1505883,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0507,2021/02/26 19:47:00+00
5543,1505884,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,5,5C,1623,2021/03/01 22:43:00+00
5544,1505887,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0327,2021/02/26 05:37:00+00
5545,1505888,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0707,2021/03/02 21:02:00+00
5546,1505889,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6A,1001,2021/02/28 04:00:00+00
5547,1505890,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6B,1019,2021/03/01 17:19:00+00
5548,1505895,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1607,2021/02/27 04:22:00+00
5549,1505896,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0735,2021/03/02 21:47:00+00
5550,1505898,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0233,2021/02/09 08:00:00+00
5551,1505899,2699,8,FRAUD,587C PC EVADE PAYMENT RAILFARE,5,5A,1398,2021/03/02 05:41:00+00
5552,1505900,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,1356,2021/02/28 03:53:00+00
5553,1505905,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,0337,2021/03/02 00:27:00+00
5554,1505910,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,2,2B,0564,2021/03/03 05:19:00+00
5555,1505912,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,6,6C,1406,2021/03/02 03:40:00+00
5556,1505913,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6D,0856,2021/03/03 03:10:00+00
5557,1505915,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5A,1381,2021/03/03 05:15:00+00
5558,1505920,5707,0,PRIVACY,602 PC TRESPASS,1,1A,0337,2021/03/03 04:22:00+00
5559,1505921,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2B,0537,2021/03/03 05:11:00+00
5560,1505929,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,1112,2021/03/03 05:00:00+00
5561,1505930,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0523,2021/03/02 23:33:00+00
5562,1505933,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0605,2021/03/02 06:00:00+00
5563,1505939,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1296,2021/02/16 17:51:00+00
5564,1505940,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,6,6B,1401,2021/02/26 00:40:00+00
5565,1505941,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,0831,2021/03/01 19:18:00+00
5566,1505944,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1427,2021/03/01 10:04:00+00
5567,1505947,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6B,1007,2021/03/02 05:01:00+00
5568,1505948,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0623,2021/03/02 21:48:00+00
5569,1505949,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4A,0964,2021/02/26 22:00:00+00
5570,1505950,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1B,0424,2021/03/03 00:27:00+00
5571,1505951,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,1,1C,0408,2021/03/03 02:53:00+00
5572,1505952,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0551,2021/02/28 04:38:00+00
5573,1505953,5213,5B,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-M,1,1C,0447,2021/03/03 07:45:00+00
5574,1505956,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0766,2021/02/19 22:50:00+00
5575,1505957,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0906,2021/02/27 22:10:00+00
5576,1505960,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0213,2021/02/14 19:57:00+00
5577,1505961,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,UI,UI,UI,2021/03/03 04:00:00+00
5578,1505962,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1018,2021/02/15 19:41:00+00
5579,1505963,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5C,1635,2021/02/17 14:01:00+00
5580,1505964,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0615,2021/03/02 19:18:00+00
5581,1505965,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1422,2021/02/18 09:23:00+00
5582,1505966,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3A,0775,2021/03/03 07:08:00+00
5583,1505967,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0766,2021/03/03 08:26:00+00
5584,1505968,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,0841,2021/02/19 21:42:00+00
5585,1505969,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1637,2021/02/20 04:50:00+00
5586,1505970,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,4,4B,1356,2021/03/02 01:50:00+00
5587,1505971,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,1354,2021/03/02 22:49:00+00
5588,1505973,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,1102,2021/02/22 19:10:00+00
5589,1505974,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1134,2021/02/26 03:28:00+00
5590,1505977,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5B,1602,2021/03/03 07:27:00+00
5591,1505978,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6C,1141,2021/02/23 13:36:00+00
5592,1505981,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3M,0732,2021/02/23 13:57:00+00
5593,1505982,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0205,2021/02/26 11:49:00+00
5594,1505984,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6E,0877,2021/03/01 16:00:00+00
5595,1505985,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,0226,2021/03/01 17:30:00+00
5596,1505986,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4B,0968,2021/03/01 14:45:00+00
5597,1505987,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4A,0937,2021/02/26 13:48:00+00
5598,1505988,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4B,1326,2021/02/27 17:28:00+00
5599,1505993,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0346,2021/02/28 00:05:00+00
5600,1505994,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0626,2021/02/24 04:00:00+00
5601,1505995,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1146,2021/03/02 15:00:00+00
5602,1505996,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0706,2021/02/23 18:52:00+00
5603,1505997,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,1405,2021/02/28 10:13:00+00
5604,1505998,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0737,2021/02/23 21:15:00+00
5605,1505999,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1386,2021/02/23 22:55:00+00
5606,1506000,3532,2,NARCOTICS,11351.5 HS POSS SALE RCK COCAI,2,2B,0563,2021/03/03 00:12:00+00
5607,1506001,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1604,2021/02/24 09:15:00+00
5608,1506002,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,3,3B,0746,2021/02/25 11:40:00+00
5609,1506004,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0786,2021/03/01 16:00:00+00
5610,1506005,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2A,0233,2021/02/26 17:00:00+00
5611,1506006,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5B,1369,2021/03/02 19:49:00+00
5612,1506009,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4A,0936,2021/02/26 17:13:00+00
5613,1506010,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1421,2021/02/24 01:52:00+00
5614,1506011,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1B,0404,2021/02/25 18:39:00+00
5615,1506012,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0537,2021/02/24 05:25:00+00
5616,1506014,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2C,0567,2021/02/25 03:03:00+00
5617,1506018,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,0501,2021/03/01 12:38:00+00
5618,1506019,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1267,2021/02/28 19:25:00+00
5619,1506020,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4C,1287,2021/02/21 02:28:00+00
5620,1506024,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0625,2021/02/24 13:38:00+00
5621,1506030,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0564,2021/02/24 14:56:00+00
5622,1506031,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0611,2021/03/03 15:29:00+00
5623,1506034,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1445,2021/03/03 17:27:00+00
5624,1506040,7399,73,SAC CITY CODE,13.10.390 SCC ILLEGAL DUMPING,4,4C,1263,2021/02/28 19:15:00+00
5625,1506042,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6D,0855,2021/03/03 09:49:00+00
5626,1506045,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,5,5C,1639,2021/02/28 19:34:00+00
5627,1506046,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,UI,UI,UI,2021/03/03 21:20:00+00
5628,1506049,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,UI,UI,UI,2021/03/02 23:37:00+00
5629,1506050,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,0552,2021/03/03 15:27:00+00
5630,1506051,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,1616,2021/03/02 18:20:00+00
5631,1506054,2506,03,FRAUD,475(C) PASS COMP CK W/INTENT,3,3M,0741,2021/02/24 01:01:00+00
5632,1506060,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1411,2021/02/28 05:23:00+00
5633,1506065,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,4,4B,1346,2021/03/02 23:26:00+00
5634,1506066,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1386,2021/03/04 01:29:00+00
5635,1506071,1313,0,ASSAULT,240 PC ASSAULT/SIMPLE-CIVILIAN,1,1A,0337,2021/03/04 01:19:00+00
5636,1506077,2206,0,BURGLARY,466 PC POSS OF BURG TOOLS,6,6B,1067,2021/03/03 10:06:00+00
5637,1506081,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0233,2021/03/03 06:18:00+00
5638,1506082,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0709,2021/03/04 07:29:00+00
5639,1506083,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2A,0224,2021/03/04 09:12:00+00
5640,1506084,4813,0,OBSTRUCTING,OBSTRUCT-FAIL TO MOVE ON,2,2C,0567,2021/03/03 06:38:00+00
5641,1506087,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6E,0877,2021/03/03 17:52:00+00
5642,1506091,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0545,2021/03/03 15:10:00+00
5643,1506093,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0741,2021/03/03 19:08:00+00
5644,1506095,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,1621,2021/03/04 04:00:00+00
5645,1506096,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,0602,2021/03/01 17:00:00+00
5646,1506097,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6A,1031,2021/03/01 10:45:00+00
5647,1506098,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0523,2021/02/27 01:30:00+00
5648,1506099,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1A,0136,2021/03/03 11:51:00+00
5649,1506100,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2C,0605,2021/03/03 12:21:00+00
5650,1506101,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0782,2021/02/20 10:03:00+00
5651,1506102,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2B,0563,2021/03/03 18:58:00+00
5652,1506103,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,6,6B,1086,2021/03/03 20:26:00+00
5653,1506106,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4A,0906,2021/02/23 22:14:00+00
5654,1506107,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,2,2B,0525,2021/03/04 00:39:00+00
5655,1506108,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,5,5A,1383,2021/02/27 04:00:00+00
5656,1506110,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1071,2021/02/26 20:05:00+00
5657,1506111,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0907,2021/03/04 02:00:00+00
5658,1506112,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0732,2021/03/04 06:41:00+00
5659,1506113,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3A,0721,2021/03/04 10:21:00+00
5660,1506114,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2A,0235,2021/02/23 19:04:00+00
5661,1506115,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2C,0602,2021/02/24 02:15:00+00
5662,1506117,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0841,2021/02/26 19:30:00+00
5663,1506118,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0564,2021/03/01 19:30:00+00
5664,1506119,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0563,2021/02/21 23:00:00+00
5665,1506120,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2C,0567,2021/02/23 19:30:00+00
5666,1506121,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0617,2021/02/05 01:15:00+00
5667,1506124,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2021/02/27 22:57:00+00
5668,1506125,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1399,2021/03/04 14:40:00+00
5669,1506126,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0556,2021/02/23 21:15:00+00
5670,1506127,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2021/02/18 02:00:00+00
5671,1506128,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1003,2021/03/01 00:10:00+00
5672,1506129,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0747,2021/03/03 01:50:00+00
5673,1506131,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,5,5A,1363,2021/03/01 03:00:00+00
5674,1506132,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1654,2021/02/28 02:50:00+00
5675,1506133,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0619,2021/02/19 03:10:00+00
5676,1506134,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0851,2021/02/28 21:00:00+00
5677,1506136,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0732,2021/02/28 23:30:00+00
5678,1506137,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1403,2021/02/24 16:30:00+00
5679,1506140,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0226,2021/02/24 23:00:00+00
5680,1506142,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0744,2021/03/03 04:25:00+00
5681,1506143,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0899,2021/03/01 01:25:00+00
5682,1506145,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1114,2021/02/28 19:00:00+00
5683,1506146,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0626,2021/03/03 17:20:00+00
5684,1506147,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0226,2021/02/24 23:00:00+00
5685,1506149,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,0985,2021/02/11 20:00:00+00
5686,1506150,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0506,2021/03/04 07:21:00+00
5687,1506155,1212,0,ROBBERY,215(A) PC CARJACKING,2,2A,0514,2021/03/03 15:14:00+00
5688,1506156,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0237,2021/03/03 20:42:00+00
5689,1506158,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1262,2021/03/04 05:00:00+00
5690,1506160,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1331,2021/03/03 07:00:00+00
5691,1506161,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1359,2021/02/26 00:14:00+00
5692,1506162,1315,39,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,4,4C,1267,2021/03/04 02:01:00+00
5693,1506164,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,0625,2021/03/04 04:27:00+00
5694,1506166,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,UI,UI,UI,2021/03/04 10:07:00+00
5695,1506169,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0563,2021/03/04 21:04:00+00
5696,1506172,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,0909,2021/02/26 02:00:00+00
5697,1506173,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1405,2021/03/02 03:00:00+00
5698,1506174,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1445,2021/02/27 12:15:00+00
5699,1506175,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0725,2021/03/03 14:50:00+00
5700,1506176,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0307,2021/03/03 04:30:00+00
5701,1506188,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6A,1034,2021/03/02 19:00:00+00
5702,1506189,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0447,2021/03/04 18:00:00+00
5703,1506192,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0715,2021/03/04 17:53:00+00
5704,1506194,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1403,2021/03/04 13:00:00+00
5705,1506199,7000,43A,IMPOUND,IMPOUNDED VEHICLE,4,4A,0918,2021/03/04 03:23:00+00
5706,1506209,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0821,2021/02/05 14:45:00+00
5707,1506216,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0726,2021/03/04 18:15:00+00
5708,1506218,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,0734,2021/03/04 16:54:00+00
5709,1506219,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0741,2021/03/04 16:19:00+00
5710,1506224,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,UI,2021/03/04 00:47:00+00
5711,1506225,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,6,6B,1084,2021/03/03 16:45:00+00
5712,1506228,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,3,3M,0742,2021/03/03 16:27:00+00
5713,1506233,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1015,2021/03/03 00:30:00+00
5714,1506235,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4A,0945,2021/03/01 02:10:00+00
5715,1506236,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0765,2021/02/28 07:30:00+00
5716,1506237,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0878,2021/03/01 06:00:00+00
5717,1506238,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0521,2021/02/26 01:21:00+00
5718,1506239,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0541,2021/03/01 18:05:00+00
5719,1506240,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0909,2021/01/31 04:36:00+00
5720,1506241,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1603,2021/02/05 03:48:00+00
5721,1506246,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,0898,2021/03/04 02:24:00+00
5722,1506247,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0785,2021/02/23 07:00:00+00
5723,1506248,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4C,1265,2021/03/02 10:30:00+00
5724,1506249,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0775,2021/02/27 22:20:00+00
5725,1506250,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1124,2021/03/02 20:40:00+00
5726,1506251,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3B,0768,2021/03/02 01:30:00+00
5727,1506252,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,UI,UI,UI,2021/02/08 11:44:00+00
5728,1506253,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2021/02/28 23:50:00+00
5729,1506254,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0404,2021/03/01 01:30:00+00
5730,1506255,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6B,1084,2021/02/28 05:58:00+00
5731,1506256,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0626,2021/02/26 10:30:00+00
5732,1506258,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0338,2021/02/26 21:04:00+00
5733,1506259,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0111,2021/03/01 01:45:00+00
5734,1506260,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0728,2021/02/08 22:35:00+00
5735,1506261,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1C,0414,2021/03/02 01:15:00+00
5736,1506262,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,1653,2021/03/01 04:15:00+00
5737,1506263,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,1115,2021/03/01 05:30:00+00
5738,1506264,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6B,1019,2021/02/20 05:30:00+00
5739,1506265,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0116,2021/02/10 21:30:00+00
5740,1506266,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1401,2021/03/01 21:35:00+00
5741,1506267,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1409,2021/02/23 21:20:00+00
5742,1506268,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0454,2021/02/28 04:00:00+00
5743,1506269,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1401,2021/02/27 04:24:00+00
5744,1506270,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0715,2021/02/10 23:39:00+00
5745,1506272,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0234,2021/03/01 07:00:00+00
5746,1506273,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0542,2021/02/24 03:30:00+00
5747,1506274,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0822,2021/02/24 10:20:00+00
5748,1506276,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0707,2021/02/05 06:11:00+00
5749,1506277,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0419,2021/02/22 23:51:00+00
5750,1506278,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1396,2021/02/15 09:30:00+00
5751,1506279,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6A,1041,2021/03/01 17:30:00+00
5752,1506280,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6D,0824,2021/03/02 21:20:00+00
5753,1506281,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,5,5B,1603,2021/02/28 08:50:00+00
5754,1506282,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,1205,2021/03/01 23:00:00+00
5755,1506283,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,0902,2021/02/28 22:00:00+00
5756,1506284,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0775,2021/03/01 15:45:00+00
5757,1506285,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0844,2021/02/28 06:55:00+00
