OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
19370,1396210,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1401,2019/06/12 14:03:00+00
19371,1396211,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0334,2019/06/12 15:40:00+00
19372,1396212,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0603,2019/06/12 17:45:00+00
19373,1396213,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0510,2019/07/06 10:26:00+00
19374,1396214,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,UI,UI,UI,2019/06/29 03:56:00+00
19375,1396215,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,UI,UI,UI,2019/07/09 22:42:00+00
19376,1396226,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4B,0969,2019/07/09 21:54:00+00
19377,1396227,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4B,0978,2019/07/10 03:10:00+00
19378,1396228,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1012,2019/07/10 16:06:00+00
19379,1396229,1313,0,ASSAULT,240 PC ASSAULT/SIMPLE-CIVILIAN,3,3M,0742,2019/07/10 16:33:00+00
19380,1396230,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,2,2B,0563,2019/07/10 16:54:00+00
19381,1396231,5212,57,WEAPON OFFENSE,21810 POSS METAL KNUCKLES-FEL,6,6C,1447,2019/07/10 19:27:00+00
19382,1396232,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6A,1015,2019/07/10 20:24:00+00
19383,1396234,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0776,2019/07/07 21:30:00+00
19384,1396238,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0416,2019/06/12 22:10:00+00
19385,1396239,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0451,2019/07/08 21:00:00+00
19386,1396240,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0748,2019/07/10 02:58:00+00
19387,1396241,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0429,2019/06/12 23:00:00+00
19388,1396242,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0440,2019/07/07 10:00:00+00
19389,1396243,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1639,2019/07/10 23:29:00+00
19390,1396244,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,1206,2019/07/08 08:30:00+00
19391,1396245,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0401,2019/07/07 08:35:00+00
19392,1396247,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0221,2019/07/05 17:00:00+00
19393,1396248,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0443,2019/07/07 07:30:00+00
19394,1396249,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1522,2019/06/12 23:41:00+00
19395,1396250,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5C,1624,2019/07/11 00:46:00+00
19396,1396251,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1269,2019/07/07 05:05:00+00
19397,1396253,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1504,2019/07/07 10:00:00+00
19398,1396254,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0443,2019/07/07 09:00:00+00
19399,1396255,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,2019/07/08 21:20:00+00
19400,1396256,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0421,2019/07/07 08:55:00+00
19401,1396257,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6A,1014,2019/07/07 08:30:00+00
19402,1396258,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,0744,2019/07/11 03:30:00+00
19403,1396260,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0435,2019/07/11 03:00:00+00
19404,1396263,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1023,2019/06/13 00:27:00+00
19405,1396264,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0706,2019/06/30 03:43:00+00
19406,1396265,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1603,2019/06/27 07:30:00+00
19407,1396266,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5C,1605,2019/07/04 20:35:00+00
19408,1396267,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0327,2019/06/13 00:55:00+00
19409,1396268,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6A,1015,2019/06/30 05:20:00+00
19410,1396269,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5A,1396,2019/07/07 07:00:00+00
19411,1396270,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,2,2C,0620,2019/07/09 21:36:00+00
19412,1396272,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0401,2019/06/13 01:00:00+00
19413,1396274,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,1351,2019/07/09 18:16:00+00
19414,1396275,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3B,0776,2019/07/03 21:27:00+00
19415,1396277,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4C,1251,2019/07/05 08:11:00+00
19416,1396278,2602,0,FRAUD,FRAUD-SWINDLE,1,1A,0128,2019/07/09 15:30:00+00
19417,1396280,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,0887,2019/06/13 11:12:00+00
19418,1396281,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,1,1C,0447,2019/07/11 12:07:00+00
19419,1396282,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,5,5C,1639,2019/07/11 12:29:00+00
19420,1396283,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1153,2019/07/10 21:15:00+00
19421,1396284,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0421,2019/07/08 00:00:00+00
19422,1396287,3563,0,NARCOTICS,11358 HS CULTIVATE MARIJUANA,2,2B,0545,2019/07/09 15:05:00+00
19423,1396288,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,0602,2019/07/09 10:53:00+00
19424,1396293,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1637,2019/07/11 04:30:00+00
19425,1396295,5212,75,WEAPON OFFENSE,25850(C)(6) LOAD GUN NOT R/O-F,6,6C,1404,2019/07/11 07:19:00+00
19426,1396297,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0334,2019/06/13 17:00:00+00
19427,1396298,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5B,1369,2019/07/09 03:01:00+00
19428,1396300,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6D,0801,2019/07/11 08:00:00+00
19429,1396302,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,0716,2019/07/11 09:19:00+00
19430,1396303,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3A,0701,2019/07/11 11:32:00+00
19431,1396304,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0748,2019/06/13 17:45:00+00
19432,1396307,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0725,2019/06/13 20:44:00+00
19433,1396309,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0424,2019/06/13 21:55:00+00
19434,1396310,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0444,2019/07/07 06:04:00+00
19435,1396311,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1622,2019/06/13 22:04:00+00
19436,1396313,2602,0,FRAUD,FRAUD-SWINDLE,1,1A,0308,2019/07/11 15:16:00+00
19437,1396314,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,0969,2019/06/14 09:50:00+00
19438,1396315,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0785,2019/07/07 15:55:00+00
19439,1396318,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0419,2019/06/13 09:54:00+00
19440,1396322,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0728,2019/06/14 15:23:00+00
19441,1396323,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,4,4A,0937,2019/07/09 20:22:00+00
19442,1396324,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0563,2019/06/14 15:14:00+00
19443,1396325,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0606,2019/06/29 04:00:00+00
19444,1396326,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1133,2019/06/30 01:00:00+00
19445,1396328,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1298,2019/06/14 17:00:00+00
19446,1396331,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5A,1386,2019/06/14 18:30:00+00
19447,1396333,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0421,2019/06/14 21:43:00+00
19448,1396335,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1634,2019/06/15 05:16:00+00
19449,1396336,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1631,2019/06/14 20:28:00+00
19450,1396337,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6C,1441,2019/07/09 08:47:00+00
19451,1396339,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4B,1356,2019/07/09 23:09:00+00
19452,1396340,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0503,2019/07/10 00:57:00+00
19453,1396341,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0763,2019/07/10 22:39:00+00
19454,1396343,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,1,1A,0307,2019/07/10 04:25:00+00
19455,1396344,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0116,2019/06/24 15:07:00+00
19456,1396345,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4C,1247,2019/07/10 05:00:00+00
19457,1396350,2501,0,FORGERY,470(D) FORGERY - CHECKS ETC,2,2C,0567,2019/07/08 21:00:00+00
19458,1396357,5201,4,WEAPON OFFENSE,23920 POSS FIREARM W/O MRKS,6,6C,1143,2019/07/09 20:53:00+00
19459,1396361,1212,0,ROBBERY,215(A) PC CARJACKING,5,5B,1602,2019/07/10 07:24:00+00
19460,1396366,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0902,2019/07/09 11:45:00+00
19461,1396369,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,1406,2019/07/10 06:00:00+00
19462,1396371,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0736,2019/06/15 14:30:00+00
19463,1396373,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0223,2019/06/26 04:45:00+00
19464,1396375,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1081,2019/06/15 14:02:00+00
19465,1396376,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0406,2019/07/03 02:37:00+00
19466,1396379,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1287,2019/06/15 14:46:00+00
19467,1396381,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0851,2019/07/11 19:55:00+00
19468,1396382,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4A,0903,2019/06/30 13:30:00+00
19469,1396383,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0765,2019/07/11 05:00:00+00
19470,1396384,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0614,2019/06/26 00:00:00+00
19471,1396385,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,5,5A,1391,2019/07/11 01:56:00+00
19472,1396386,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0522,2019/07/11 07:43:00+00
19473,1396388,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1022,2019/06/15 17:06:00+00
19474,1396389,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0552,2019/07/10 21:11:00+00
19475,1396390,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0775,2019/07/10 22:05:00+00
19476,1396391,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0327,2019/07/10 22:07:00+00
19477,1396393,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,2,2A,0223,2019/07/11 13:26:00+00
19478,1396394,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0748,2019/07/11 23:30:00+00
19479,1396395,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,2,2B,0537,2019/07/11 20:54:00+00
19480,1396396,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6C,1132,2019/07/11 21:53:00+00
19481,1396397,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,4,4C,1247,2019/07/11 22:06:00+00
19482,1396398,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6E,1116,2019/07/11 23:09:00+00
19483,1396399,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0744,2019/07/11 23:16:00+00
19484,1396400,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,1,1C,0406,2019/07/12 00:56:00+00
19485,1396401,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0767,2019/07/12 01:16:00+00
19486,1396402,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0603,2019/07/12 02:00:00+00
19487,1396403,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3B,0746,2019/07/12 02:27:00+00
19488,1396404,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,0563,2019/07/12 03:45:00+00
19489,1396405,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2B,0564,2019/07/12 05:01:00+00
19490,1396406,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2C,0612,2019/07/11 14:44:00+00
19491,1396407,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0553,2019/07/11 15:32:00+00
19492,1396408,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1637,2019/07/11 15:42:00+00
19493,1396409,3599,64,NARCOTICS,11350(B) POSS DEPRESSANTS,4,4A,0907,2019/07/11 16:17:00+00
19494,1396410,5311,53,PUBLIC PEACE,647(F) DIP/REPEAT OFF 647D(B),4,4A,0905,2019/07/12 03:47:00+00
19495,1396419,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0447,2019/07/04 08:00:00+00
19496,1396420,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,2019/07/07 05:20:00+00
19497,1396424,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5B,1367,2019/07/08 11:00:00+00
19498,1396426,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,0411,2019/07/08 08:00:00+00
19499,1396427,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,1354,2019/07/07 23:00:00+00
19500,1396429,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6A,1061,2019/07/07 23:00:00+00
19501,1396431,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0811,2019/07/04 00:00:00+00
19502,1396433,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,1,1B,0444,2019/07/12 00:17:00+00
19503,1396434,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0526,2019/07/09 06:32:00+00
19504,1396435,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0308,2019/07/09 09:57:00+00
19505,1396436,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0113,2019/07/07 19:00:00+00
19506,1396437,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0786,2019/07/09 11:00:00+00
19507,1396438,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5A,1382,2019/07/09 07:00:00+00
19508,1396439,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0427,2019/07/08 00:30:00+00
19509,1396440,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4B,1354,2019/06/19 17:00:00+00
19510,1396441,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1061,2019/07/09 08:51:00+00
19511,1396442,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1265,2019/07/09 21:05:00+00
19512,1396444,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1398,2019/07/09 15:30:00+00
19513,1396445,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0564,2019/07/09 22:30:00+00
19514,1396446,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0737,2019/06/20 21:47:00+00
19515,1396447,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,0603,2019/07/10 05:11:00+00
19516,1396450,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0338,2019/07/10 11:09:00+00
19517,1396451,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0327,2019/07/10 11:56:00+00
19518,1396454,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,1,1A,0307,2019/07/09 23:30:00+00
19519,1396455,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1036,2019/07/10 14:52:00+00
19520,1396460,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1654,2019/07/02 01:17:00+00
19521,1396463,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0131,2019/07/05 09:33:00+00
19522,1396466,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,0834,2019/05/05 07:43:00+00
19523,1396474,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0306,2019/06/16 23:00:00+00
19524,1396475,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,6,6A,1014,2019/07/12 12:48:00+00
19525,1396476,2099,9,ARSON,452(D)PC CAUSE FIRE OF PROPERT,1,1C,0428,2019/07/11 22:37:00+00
19526,1396478,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1274,2019/06/16 01:10:00+00
19527,1396479,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0728,2019/07/12 02:00:00+00
19528,1396480,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0602,2019/06/17 05:51:00+00
19529,1396481,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5B,1602,2019/05/06 15:00:00+00
19530,1396483,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0226,2019/07/12 10:30:00+00
19531,1396484,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0545,2019/07/12 06:00:00+00
19532,1396486,5012,2,OBST JUDICIARY,PROBATION VIOLATION-FELONY,3,3M,0752,2019/07/11 08:30:00+00
19533,1396487,5309,02,PUBLIC PEACE,653X(A) MISUSE 911 EMERGENCY,5,5A,1371,2019/07/11 09:23:00+00
19534,1396488,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2C,0604,2019/07/12 03:21:00+00
19535,1396489,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0603,2019/07/12 01:41:00+00
19536,1396490,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,2,2C,0603,2019/07/12 02:23:00+00
19537,1396492,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0552,2019/07/12 05:16:00+00
19538,1396494,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1398,2019/07/04 23:00:00+00
19539,1396500,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1606,2019/07/07 00:45:00+00
19540,1396502,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,2,2B,0522,2019/06/24 15:00:00+00
19541,1396510,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0447,2019/06/15 15:20:00+00
19542,1396512,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,1247,2019/07/06 08:00:00+00
19543,1396516,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0901,2019/07/18 01:44:00+00
19544,1396518,2310,0,LARCENY,1708 US THEFT OF MAIL,2,2C,0605,2019/07/03 16:39:00+00
19545,1396520,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0424,2019/06/15 15:59:00+00
19546,1396521,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2A,0506,2019/07/08 17:30:00+00
19547,1396522,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,0898,2019/07/10 05:00:00+00
19548,1396524,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0128,2019/07/10 06:00:00+00
19549,1396525,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6C,1445,2019/07/08 21:25:00+00
19550,1396526,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3M,0752,2019/07/10 05:30:00+00
19551,1396527,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0478,2019/07/07 05:00:00+00
19552,1396528,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1642,2019/07/08 00:30:00+00
19553,1396532,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0426,2019/07/11 17:07:00+00
19554,1396533,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1C,0438,2019/07/12 05:00:00+00
19555,1396535,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0424,2019/06/15 16:06:00+00
19556,1396536,5707,5,TRESPASS,602(K)TRESPASS:INJURE PROPERTY,5,5A,1391,2019/07/07 18:04:00+00
19557,1396539,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0318,2019/07/11 22:00:00+00
19558,1396541,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0556,2019/06/15 18:48:00+00
19559,1396543,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,1,1C,0429,2019/07/11 23:00:00+00
19560,1396545,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0318,2019/07/11 22:00:00+00
19561,1396546,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0313,2019/07/12 21:30:00+00
19562,1396549,2602,0,FRAUD,FRAUD-SWINDLE,4,4C,1275,2019/07/05 15:00:00+00
19563,1396551,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,3,3B,0748,2019/07/12 16:30:00+00
19564,1396555,2501,0,FORGERY,470(D) FORGERY - CHECKS ETC,2,2B,0523,2019/07/05 15:00:00+00
19565,1396556,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1421,2019/06/03 19:00:00+00
19566,1396557,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,6,6C,1124,2019/07/12 20:00:00+00
19567,1396560,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,1,1C,0447,2019/07/12 08:28:00+00
19568,1396561,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0313,2019/07/12 21:10:00+00
19569,1396562,3532,1,DANGEROUS DRUG,11351 HS POSS/SALE COCAINE,4,4B,0969,2019/07/11 03:54:00+00
19570,1396564,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,UI,UI,UI,2019/07/11 21:28:00+00
19571,1396565,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0747,2019/07/12 08:10:00+00
19572,1396566,5707,0,PRIVACY,602 PC TRESPASS,5,5A,1382,2019/07/12 08:29:00+00
19573,1396567,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2A,0511,2019/07/12 10:33:00+00
19574,1396569,5299,119,WEAPON OFFENSE,22810(A) FEL POSS TEARGAS-FEL,3,3A,0705,2019/07/12 07:39:00+00
19575,1396576,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6A,1022,2019/07/11 17:42:00+00
19576,1396577,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0305,2019/07/09 16:30:00+00
19577,1396593,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0232,2019/07/10 14:50:00+00
19578,1396594,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1152,2019/07/10 22:35:00+00
19579,1396595,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0503,2019/07/10 03:30:00+00
19580,1396598,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4B,1354,2019/07/10 18:47:00+00
19581,1396599,2501,01,FORGERY,476 MAKE/PASS FICT CHECK-FEL,1,1C,0449,2019/07/08 18:50:00+00
19582,1396601,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1623,2019/07/10 20:01:00+00
19583,1396604,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0628,2019/07/11 20:19:00+00
19584,1396606,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0416,2019/07/11 18:00:00+00
19585,1396612,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0233,2019/07/11 03:25:00+00
19586,1396616,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1084,2019/07/12 18:29:00+00
19587,1396618,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0552,2019/07/11 21:30:00+00
19588,1396619,1212,0,ROBBERY,215(A) PC CARJACKING,5,5C,1654,2019/07/11 12:31:00+00
19589,1396621,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4A,0918,2019/07/12 03:41:00+00
19590,1396626,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0831,2019/07/13 02:10:00+00
19591,1396627,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0945,2019/06/15 23:10:00+00
19592,1396628,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0905,2019/06/16 13:09:00+00
19593,1396632,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0527,2019/07/10 21:42:00+00
19594,1396633,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0567,2019/07/10 01:00:00+00
