FID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
17093,1249907,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6D,0811,2017/06/19 09:35:00
17094,1249908,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,1,1B,0435,2017/06/17 13:41:00
17095,1249909,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1262,2017/06/17 21:01:00
17096,1249910,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1631,2017/06/17 22:31:59
17097,1249911,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1152,2017/06/18 00:55:00
17098,1249912,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0438,2017/06/18 02:21:00
17099,1249633,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,0744,2017/06/18 02:58:00
17100,1249288,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,5,5A,1363,2017/06/16 17:00:00
17101,1249945,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1503,2017/05/15 17:10:00
17102,1249634,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0735,2017/06/18 05:58:00
17103,1249289,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0525,2017/06/14 20:28:00
17104,1249946,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,4,4B,1356,2017/06/19 21:14:59
17105,1249635,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,3,3M,0744,2017/06/15 22:18:59
17106,1249290,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0726,2017/06/01 17:16:00
17107,1249948,2999,04,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1421,2017/06/16 04:24:00
17108,1249636,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,0958,2017/06/18 05:55:59
17109,1249291,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1301,2017/06/01 16:34:59
17110,1249949,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,2,2C,0628,2017/06/20 04:01:00
17111,1249640,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,1,1C,0447,2017/06/16 22:09:00
17112,1249293,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,1,1C,0436,2017/06/15 21:59:59
17113,1249950,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,1,1B,0353,2017/02/05 15:59:59
17114,1249643,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1018,2017/06/17 10:54:00
17115,1249644,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4C,1298,2017/06/17 21:49:00
17116,1249666,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0955,2017/06/15 20:29:59
17117,1249668,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0736,2017/06/18 04:49:00
17118,1249669,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,1106,2017/06/15 19:15:00
17119,1249670,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1614,2017/06/15 12:45:00
17120,1249675,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0546,2017/06/07 18:04:59
17121,1249681,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0115,2017/06/16 11:15:00
17122,1249682,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0767,2017/06/16 04:40:00
17123,1249683,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1287,2017/05/17 06:35:00
17124,1249684,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0927,2017/06/13 06:00:00
17125,1249686,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6E,1102,2017/06/15 21:00:00
17126,1249687,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0333,2017/06/06 23:10:00
17127,1249690,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3A,0725,2017/06/16 04:05:00
17128,1249694,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,0517,2017/06/16 12:59:59
17129,1249695,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0734,2017/06/13 09:00:00
17130,1249697,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0619,2017/06/17 01:47:00
17131,1249698,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1152,2017/06/14 23:05:00
17132,1249699,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6B,1018,2017/06/17 12:24:59
17133,1249701,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0438,2017/06/16 13:30:00
17134,1249702,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,1621,2017/06/17 09:59:59
17135,1249705,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,1346,2017/06/17 03:40:00
17136,1249706,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5A,1364,2017/06/17 17:29:59
17137,1249707,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0765,2017/06/17 01:30:00
17138,1249710,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0564,2017/06/16 18:00:00
17139,1249714,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0747,2017/06/17 07:15:00
17140,1249717,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,2017/06/16 17:51:00
17141,1249720,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0742,2017/06/13 23:39:59
17142,1249722,7399,70,SAC CITY CODE,13.10.160 TFT/REMOVE RECYCLABL,3,3A,0724,2017/06/16 02:00:00
17143,1249724,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0525,2017/06/17 18:10:00
17144,1249725,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0521,2017/06/18 03:30:00
17145,1249952,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0764,2017/06/19 20:42:00
17146,1249294,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,UI,UI,UI,2017/06/02 02:48:59
17147,1249953,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,1051,2017/06/16 15:53:59
17148,1249295,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1261,2017/06/14 21:30:00
17149,1249955,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1421,2017/05/22 09:00:00
17150,1249298,2605,4,FRAUD,484E(D)PC FRAUD POSS CARD INFO,1,1C,0436,2017/05/18 15:00:00
17151,1249957,3570,0,NARCOTICS,11379(A)HS SELL/TRANSP AMPHET,2,2B,0552,2017/06/19 18:39:00
17152,1249299,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,0936,2017/06/02 05:29:59
17153,1249958,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0401,2017/06/15 12:00:00
17154,1249301,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6B,1003,2017/06/01 17:05:00
17155,1249959,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,3,3A,0765,2017/06/18 00:29:00
17156,1249302,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0104,2017/06/09 21:59:59
17157,1249960,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4C,1261,2017/06/18 05:44:00
17158,1249303,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1369,2017/05/10 05:00:00
17159,1249961,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0225,2017/06/20 07:01:00
17160,1249304,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1369,2017/06/16 13:44:59
17161,1249962,2099,9,ARSON,452(D)PC CAUSE FIRE OF PROPERT,3,3A,0701,2017/06/18 14:15:00
17162,1249305,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4A,0912,2017/06/03 04:05:00
17163,1249963,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1623,2017/06/18 18:20:00
17164,1249965,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1631,2017/06/18 19:44:00
17165,1249969,1212,0,ROBBERY,215(A) PC CARJACKING,6,6C,1152,2017/06/19 04:57:00
17166,1249974,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,1081,2017/06/19 07:11:00
17167,1249975,1212,0,ROBBERY,215(A) PC CARJACKING,6,6A,1041,2017/06/19 07:01:00
17168,1249977,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1B,0442,2017/06/19 08:48:00
17169,1249978,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0568,2017/06/19 08:22:00
17170,1249981,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0226,2017/06/19 12:40:00
17171,1249982,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,2017/06/19 13:33:00
17172,1249983,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3B,0788,2017/06/19 14:12:00
17173,1249984,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0766,2017/06/18 21:00:00
17174,1249986,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,4,4A,0905,2017/06/19 15:24:00
17175,1249987,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,1424,2017/06/18 22:15:00
17176,1249988,5499,141,TRAFFIC,2800.1(A) VC EVADE PEACE OFCR,6,6A,1022,2017/06/19 16:44:59
17177,1249991,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0768,2017/06/19 03:00:00
17178,1249993,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,0602,2017/06/19 17:32:59
17179,1249994,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,6,6B,1421,2017/06/19 17:41:00
17180,1249998,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0232,2017/06/19 19:31:59
17181,1250000,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,UI,UI,UI,2017/06/19 19:46:00
17182,1249307,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0103,2017/06/11 03:59:59
17183,1249311,2605,16,FRAUD,484G(B)PC THFT:MISREP AS CARD,6,6A,1071,2017/05/21 18:59:59
17184,1249313,2606,2,FRAUD,476A(A) NSF CHECKS < $950,4,4B,1343,2017/05/05 15:00:00
17185,1249331,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0447,2017/06/17 00:30:00
17186,1249337,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1042,2017/06/16 02:00:00
17187,1249338,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0426,2017/06/07 09:00:00
17188,1249339,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,5,5B,1602,2017/06/17 01:44:00
17189,1249341,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0735,2017/06/16 16:09:00
17190,1249345,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6A,1081,2017/06/16 17:13:59
17191,1249347,5707,5,TRESPASS,602(K)TRESPASS:INJURE PROPERTY,2,2B,0563,2017/06/16 01:08:00
17192,1249348,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,6,6B,1018,2017/06/16 11:36:59
17193,1249350,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0706,2017/06/07 17:09:00
17194,1249352,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0727,2017/06/15 20:00:59
17195,1249354,2604,0,FRAUD,529 PC FALSE PERSONATION,1,1C,0429,2017/06/16 05:15:00
17196,1249355,1212,0,ROBBERY,215(A) PC CARJACKING,2,2B,0564,2017/06/16 15:42:00
17197,1249357,3699,18,SEX REGISTRATI,290.011(A) TRANS-30 DAY UPDTE,6,6D,0841,2017/06/16 16:38:00
17198,1249358,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,UI,UI,UI,2017/06/16 18:01:59
17199,1249359,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0845,2017/06/15 22:50:00
17200,1249360,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0356,2017/06/15 22:54:59
17201,1250002,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0525,2017/06/19 20:29:00
17202,1250220,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,6,6A,1013,2017/06/21 09:36:00
17203,1250003,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0333,2017/06/20 19:15:00
17204,1250221,5707,6,TRESPASS,602(L)(1)TRESPASS REFUSE TO LV,3,3M,0742,2017/06/21 15:48:00
17205,1250006,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1261,2017/06/17 21:20:00
17206,1250499,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6E,0878,2017/05/11 00:04:59
17207,1250222,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,1506,2017/06/19 17:00:00
17208,1250007,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1058,2017/06/19 17:44:00
17209,1250500,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,2017/06/19 23:55:00
17210,1250224,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1034,2017/06/20 18:17:00
17211,1250017,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,3,3M,0732,2017/06/19 22:47:59
17212,1250307,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,1,1A,0106,2017/06/22 05:16:59
17213,1250501,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2B,0544,2017/06/20 18:59:59
17214,1250225,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,3,3A,0706,2017/06/21 20:32:59
17215,1250226,2399,5,LARCENY,484 PC THEFT-LIC PLATE TABS,3,3B,0746,2017/06/17 03:59:59
17216,1250229,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0564,2017/06/18 00:49:59
17217,1250230,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0145,2017/06/21 03:59:00
17218,1250231,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0512,2017/06/21 05:00:59
17219,1250232,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0738,2017/06/21 23:00:59
17220,1250233,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0531,2017/06/17 21:04:59
17221,1250234,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4A,0905,2017/06/21 23:42:59
17222,1250235,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1007,2017/06/17 18:33:59
17223,1250236,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0402,2017/06/17 07:47:59
17224,1250238,7399,54A,CITY ORDINANCE,12.24.100SCC BLOCKING SIDEWALK,4,4A,0908,2017/06/21 21:49:00
17225,1250240,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0509,2017/06/08 23:23:00
17226,1250241,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1C,0429,2017/06/17 00:49:00
17227,1250242,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0725,2017/06/10 23:55:00
17228,1250243,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0515,2017/06/17 14:28:00
17229,1250244,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0429,2017/06/16 20:41:00
17230,1250255,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0564,2017/06/22 00:14:59
17231,1250256,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0734,2017/06/17 15:49:59
17232,1250259,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1147,2017/06/21 16:21:00
17233,1250261,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,5,5C,1623,2017/06/21 18:32:00
17234,1250262,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0735,2017/06/22 01:18:00
17235,1250263,2506,03,FRAUD,475(C) PASS COMP CK W/INTENT,2,2B,0564,2017/06/21 18:59:00
17236,1250264,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0737,2017/06/20 16:09:59
17237,1250265,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,0737,2017/06/20 18:11:00
17238,1250269,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,1,1C,0409,2017/06/21 22:47:59
17239,1250272,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0145,2017/06/22 01:27:00
17240,1250277,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,6,6C,1443,2017/06/21 06:35:00
17241,1250278,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1633,2017/06/20 22:51:59
17242,1250279,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4C,1256,2017/06/22 01:20:00
17243,1250280,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,0988,2017/06/22 03:37:59
17244,1250281,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0509,2017/06/09 06:11:59
17245,1250282,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4B,1356,2017/06/22 03:29:00
17246,1250287,5707,0,PRIVACY,602 PC TRESPASS,5,5C,1624,2017/06/21 22:50:59
17247,1250289,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1295,2017/06/21 23:50:00
17248,1250290,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0541,2017/06/19 04:43:00
17249,1250291,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,0978,2017/06/07 00:45:00
17250,1250292,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,4,4C,1287,2017/06/19 22:09:00
17251,1250293,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0516,2017/06/07 06:49:59
17252,1250294,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0304,2017/06/22 05:00:00
17253,1250295,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4B,0977,2017/06/07 00:00:00
17254,1250297,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1351,2017/06/22 03:30:00
17255,1250299,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,2017/06/22 05:42:00
17256,1250300,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1051,2017/06/06 08:57:00
17257,1250301,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1618,2017/06/06 08:12:00
17258,1250303,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,1,1A,0136,2017/06/20 09:00:00
17259,1250304,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0717,2017/04/05 18:59:59
17260,1250387,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6E,0888,2017/06/18 00:59:59
17261,1250117,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1411,2017/06/21 00:59:59
17262,1250712,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1275,2017/06/20 15:48:00
17263,1250614,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0523,2017/06/22 23:36:59
17264,1250018,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,1,1C,0419,2017/06/19 18:59:59
17265,1250502,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3A,0765,2017/06/23 00:36:59
17266,1250308,2799,0,EMBEZZLEMENT,503 PC EMBEZZLEMENT,4,4B,0958,2017/04/01 18:59:59
17267,1250118,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0567,2017/06/18 21:00:00
17268,1250309,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0764,2017/06/11 21:39:00
17269,1250020,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0764,2017/06/19 06:59:59
17270,1250503,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0136,2017/06/21 20:00:59
17271,1250713,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1607,2017/06/20 15:16:00
17272,1250119,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0567,2017/06/21 00:00:00
17273,1250310,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6B,1036,2017/06/22 03:36:59
17274,1250615,3699,20,SEX REGISTRATI,290.013 FAIL TO REG-CHG ADDR,2,2C,0603,2017/06/23 00:56:00
17275,1250391,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0526,2017/06/21 04:30:00
17276,1250515,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1504,2017/06/20 02:13:59
17277,1250120,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0222,2017/06/21 03:49:59
17278,1250616,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1042,2017/06/21 21:30:00
17279,1250021,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3B,0736,2017/06/20 01:43:00
17280,1250311,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0478,2017/06/06 17:55:00
17281,1250714,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0776,2017/06/22 15:32:00
17282,1250394,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,UI,2017/06/22 17:19:59
17283,1250516,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,0969,2017/06/23 03:06:00
17284,1250121,3699,24,SEX REGISTRATI,290.013 FAIL TO REG-CHG ADDR,3,3B,0768,2017/06/21 04:53:00
17285,1250617,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0787,2017/06/23 03:00:00
17286,1250022,3560,1,NARCOTICS,11359 HS POSS FOR SALE MARIJ,4,4A,0907,2017/06/20 02:29:59
17287,1250312,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,2,2C,0567,2017/06/21 00:40:59
17288,1250715,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0728,2017/06/20 19:15:00
17289,1250396,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,5,5A,1504,2017/06/22 00:19:00
17290,1250518,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,1,1B,0444,2017/06/23 05:38:00
17291,1250717,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1405,2017/06/19 03:59:59
17292,1250122,2404,1,BAIT CAR,BAIT CAR 10851 VC TAKE VEHICLE,1,1C,0446,2017/06/21 12:01:59
17293,1250719,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0744,2017/06/21 09:04:59
17294,1250524,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6D,0841,2017/06/23 04:02:00
17295,1250313,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,0878,2017/06/22 03:10:00
17296,1250398,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,0478,2017/06/21 18:30:00
17297,1250024,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6A,1034,2017/06/20 07:56:00
17298,1250527,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0233,2017/06/23 08:29:59
17299,1250123,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1298,2017/06/10 23:58:00
17300,1250314,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0557,2017/06/06 20:47:00
17301,1250720,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1647,2017/06/21 07:05:00
17302,1250622,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0726,2017/06/23 06:30:00
17303,1250315,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,2,2B,0531,2017/05/09 19:41:00
17304,1250721,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0527,2017/06/22 23:00:00
17305,1250399,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0401,2017/06/21 22:54:59
17306,1250124,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1111,2017/06/21 18:30:00
17307,1250531,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0545,2017/06/23 03:59:59
17308,1250026,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1274,2017/06/20 09:46:00
17309,1250624,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1614,2017/06/23 06:20:00
17310,1250318,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2B,0563,2017/06/22 06:00:00
17311,1250722,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0725,2017/06/23 17:36:59
17312,1250400,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5B,1369,2017/06/22 17:28:00
17313,1250125,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1606,2017/06/20 18:00:00
17314,1250532,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,4,4C,1265,2017/02/01 15:59:59
17315,1250027,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1C,0419,2017/06/20 10:17:00
17316,1250630,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,5,5C,1637,2017/06/15 09:30:00
17317,1250320,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1087,2017/05/28 09:04:00
17318,1250724,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0785,2017/06/20 06:59:59
17319,1250401,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0337,2017/06/17 21:49:59
17320,1250129,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0502,2017/06/11 22:57:00
17321,1250533,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0444,2017/06/23 03:59:59
17322,1250028,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0239,2017/06/20 13:57:59
17323,1250631,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0834,2017/06/13 22:54:59
